# this file has been autogenerated by calcPhotonSystConsts.cpp

photonCatScales=HighR9EB_13TeVscale,HighR9EE_13TeVscale,LowR9EB_13TeVscale,LowR9EE_13TeVscale,Gain6EB_13TeVscale,Gain1EB_13TeVscale
photonCatScalesCorr=MaterialForward_scale
photonCatSmears=HighR9EBPhi_13TeVsmear,HighR9EBRho_13TeVsmear,HighR9EEPhi_13TeVsmear,HighR9EERho_13TeVsmear,LowR9EBPhi_13TeVsmear,LowR9EBRho_13TeVsmear,LowR9EEPhi_13TeVsmear,LowR9EERho_13TeVsmear
globalScales=NonLinearity_13TeVscale,Geant4_13TeVscale,LightYield_13TeVscale,Absolute_13TeVscale

# photonCat                   mean_change    sigma_change    rate_change
diphotonCat=0
proc=InsideAcceptance_genAbsDeltaEtaJJEta4p7_1p6_4p3
HighR9EB_13TeVscale           0.0006636     0.1323     0.01221    
HighR9EE_13TeVscale           8.113e-10     4.985e-08     1.015e-08    
LowR9EB_13TeVscale            0.0001874     0.03259     0.003778    
LowR9EE_13TeVscale            8.113e-10     4.985e-08     1.015e-08    
Gain6EB_13TeVscale            4.921e-05     0.003549     3.315e-08    
Gain1EB_13TeVscale            4.71e-05     0.004565     1.326e-08    
HighR9EBPhi_13TeVsmear        0.0005677     0.01941     0.00523    
HighR9EBRho_13TeVsmear        0.0007858     0.06873     0.01026    
HighR9EEPhi_13TeVsmear        8.113e-10     4.985e-08     1.015e-08    
HighR9EERho_13TeVsmear        8.113e-10     4.985e-08     1.015e-08    
LowR9EBPhi_13TeVsmear         0.0002181     0.009103     3.968e-08    
LowR9EBRho_13TeVsmear         8.714e-05     0.01625     0.00177    
LowR9EEPhi_13TeVsmear         8.113e-10     4.985e-08     1.015e-08    
LowR9EERho_13TeVsmear         8.113e-10     4.985e-08     1.015e-08    
MaterialForward_scale         8.113e-10     4.985e-08     1.015e-08    

diphotonCat=0
proc=InsideAcceptance_genAbsDeltaEtaJJEta4p7_4p3_100p0
HighR9EB_13TeVscale           0.001048     0.008304     0.001671    
HighR9EE_13TeVscale           4.855e-09     2.822e-07     5.627e-08    
LowR9EB_13TeVscale            9.263e-05     0.005923     0.0007386    
LowR9EE_13TeVscale            4.855e-09     2.822e-07     5.627e-08    
Gain6EB_13TeVscale            1.407e-05     0.001974     0.0007345    
Gain1EB_13TeVscale            2.164e-05     0.001229     2.759e-08    
HighR9EBPhi_13TeVsmear        7.573e-05     0.1163     0.0004171    
HighR9EBRho_13TeVsmear        3.142e-05     0.03359     0.002148    
HighR9EEPhi_13TeVsmear        4.855e-09     2.822e-07     5.627e-08    
HighR9EERho_13TeVsmear        4.855e-09     2.822e-07     5.627e-08    
LowR9EBPhi_13TeVsmear         7.922e-05     0.01432     0.004562    
LowR9EBRho_13TeVsmear         8.322e-05     0.004033     0.001253    
LowR9EEPhi_13TeVsmear         4.855e-09     2.822e-07     5.627e-08    
LowR9EERho_13TeVsmear         4.855e-09     2.822e-07     5.627e-08    
MaterialForward_scale         4.855e-09     2.822e-07     5.627e-08    

diphotonCat=0
proc=InsideAcceptance_genAbsDeltaEtaJJEta4p7_m1000p0_0p0
HighR9EB_13TeVscale           0.001233     0.01039     0.003347    
HighR9EE_13TeVscale           7.497e-10     6.983e-08     7.241e-08    
LowR9EB_13TeVscale            0.0001317     0.006491     0.0005277    
LowR9EE_13TeVscale            7.497e-10     6.983e-08     7.241e-08    
Gain6EB_13TeVscale            8.499e-06     0.002542     8.102e-08    
Gain1EB_13TeVscale            1.678e-06     2.671e-05     8.102e-08    
HighR9EBPhi_13TeVsmear        5.038e-05     0.04646     0.002377    
HighR9EBRho_13TeVsmear        9.358e-05     0.03652     0.001052    
HighR9EEPhi_13TeVsmear        7.497e-10     6.983e-08     7.241e-08    
HighR9EERho_13TeVsmear        7.497e-10     6.983e-08     7.241e-08    
LowR9EBPhi_13TeVsmear         3.973e-06     0.02108     0.0002091    
LowR9EBRho_13TeVsmear         3.004e-06     0.01147     0.0002764    
LowR9EEPhi_13TeVsmear         7.497e-10     6.983e-08     7.241e-08    
LowR9EERho_13TeVsmear         7.497e-10     6.983e-08     7.241e-08    
MaterialForward_scale         7.497e-10     6.983e-08     7.241e-08    

diphotonCat=0
proc=InsideAcceptance_genAbsDeltaEtaJJEta4p7_0p0_1p6
HighR9EB_13TeVscale           0.001774     0.0569     1.298e-08    
HighR9EE_13TeVscale           6.637e-10     3.134e-08     2.101e-08    
LowR9EB_13TeVscale            0.0005183     0.02282     0.001034    
LowR9EE_13TeVscale            6.637e-10     3.134e-08     2.101e-08    
Gain6EB_13TeVscale            2.072e-05     0.002721     1.483e-08    
Gain1EB_13TeVscale            5.675e-10     2.409e-08     1.483e-08    
HighR9EBPhi_13TeVsmear        0.001937     0.06374     0.00117    
HighR9EBRho_13TeVsmear        0.0009192     0.05331     4.944e-09    
HighR9EEPhi_13TeVsmear        6.637e-10     3.134e-08     2.101e-08    
HighR9EERho_13TeVsmear        6.637e-10     3.134e-08     2.101e-08    
LowR9EBPhi_13TeVsmear         0.0002689     0.03457     0.006199    
LowR9EBRho_13TeVsmear         0.00033     0.007741     2.225e-08    
LowR9EEPhi_13TeVsmear         6.637e-10     3.134e-08     2.101e-08    
LowR9EERho_13TeVsmear         6.637e-10     3.134e-08     2.101e-08    
MaterialForward_scale         6.637e-10     3.134e-08     2.101e-08    

diphotonCat=0
proc=OutsideAcceptance
HighR9EB_13TeVscale           0.002587     0.2089     0.336    
HighR9EE_13TeVscale           2.877e-10     4.529e-08     8.389e-08    
LowR9EB_13TeVscale            0.00068     0.1305     0.1406    
LowR9EE_13TeVscale            2.877e-10     4.529e-08     8.389e-08    
Gain6EB_13TeVscale            0.0001017     0.005167     8.389e-08    
Gain1EB_13TeVscale            2.877e-10     4.529e-08     8.389e-08    
HighR9EBPhi_13TeVsmear        4.566e-05     0.2658     0.05022    
HighR9EBRho_13TeVsmear        0.001563     0.1153     0.2047    
HighR9EEPhi_13TeVsmear        2.877e-10     4.529e-08     8.389e-08    
HighR9EERho_13TeVsmear        2.877e-10     4.529e-08     8.389e-08    
LowR9EBPhi_13TeVsmear         0.0008983     0.04612     0.02684    
LowR9EBRho_13TeVsmear         0.000936     0.1315     0.1406    
LowR9EEPhi_13TeVsmear         2.877e-10     4.529e-08     8.389e-08    
LowR9EERho_13TeVsmear         2.877e-10     4.529e-08     8.389e-08    
MaterialForward_scale         2.877e-10     4.529e-08     8.389e-08    


